idx,date,hash,a,b,c,d,e,f,g,h,Y
13704,20190701,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,170,4,110,440,2,2,0,0,1
13705,20190702,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,174,2,110,220,4,2,1,0,2
13706,20190703,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,186,9,110,990,2,1,0,0,0
13707,20190704,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,172,4,110,440,2,2,0,0,0
13708,20190705,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,160,2,110,220,1,0,0,0,0
13709,20190706,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,161,2,110,220,0,0,0,0,0
13710,20190707,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,160,6,110,660,1,1,0,0,0
13711,20190708,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,198,10,110,1100,1,1,0,0,1
13712,20190709,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,167,8,110,880,2,0,0,0,0
13713,20190710,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,208,7,110,770,2,2,0,0,0
13714,20190711,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,188,8,110,880,4,4,0,6,1
13715,20190712,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,170,9,110,990,2,1,0,0,1
13716,20190713,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,158,4,110,440,1,1,0,0,0
13717,20190714,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,191,8,110,880,3,2,4,0,0
13718,20190715,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,154,6,110,660,4,3,0,0,0
13719,20190716,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,157,7,110,770,1,1,0,0,0
13720,20190717,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,187,8,110,880,3,2,1,0,2
13721,20190718,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,258,3,88,264,0,0,0,0,0
13722,20190719,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,182,3,77,231,2,1,0,0,0
13723,20190720,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,171,4,77,308,0,0,0,0,1
13724,20190721,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,193,10,77,770,8,5,3,0,3
13725,20190722,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,139,5,77,385,5,3,1,0,2
13726,20190723,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,173,5,77,385,2,2,0,0,2
13727,20190724,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,146,7,77,539,4,3,0,0,2
13728,20190725,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,151,1,77,77,3,2,0,0,1
13729,20190726,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,140,3,77,231,0,0,0,0,0
13730,20190727,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,143,4,77,308,3,3,2,2,1
13731,20190728,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,156,5,77,385,1,1,1,0,0
13732,20190729,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,113,2,77,154,2,1,0,0,1
13733,20190730,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,216,8,77,616,5,3,0,1,1
13734,20190731,b1f9f58d0d60c4bcb99e59823a478e2884e48dc167d15737ac6c653ca3fef041,120,3,77,231,0,0,0,0,1
13735,20190707,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,20,1,77,77,0,0,0,0,0
13736,20190708,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,34,3,77,231,2,1,0,0,1
13737,20190709,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,22,2,77,154,1,1,0,0,1
13738,20190710,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,21,6,77,462,0,0,0,0,0
13739,20190711,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,13,4,77,308,0,0,0,0,0
13740,20190712,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,7,0,77,0,0,0,0,0,0
13741,20190713,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,3,1,77,77,1,0,0,0,0
13742,20190714,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,6,0,77,0,0,0,0,0,0
13743,20190715,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,11,0,77,0,1,0,0,0,0
13744,20190716,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,9,1,77,77,0,0,0,0,0
13745,20190717,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,10,5,77,385,1,1,1,0,0
13746,20190718,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,2,0,77,0,0,0,0,0,0
13747,20190719,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,5,2,77,154,0,0,0,0,0
13748,20190720,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,12,4,77,308,0,0,0,0,0
13749,20190721,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,9,5,77,385,2,1,0,0,0
13750,20190722,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,8,2,77,154,0,0,0,0,0
13751,20190723,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,9,2,77,154,0,0,0,0,0
13752,20190724,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,6,0,77,0,0,0,0,0,0
13753,20190725,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,0,0,77,0,0,0,0,0,0
13754,20190726,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,2,0,77,0,0,0,0,0,0
13755,20190727,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,4,1,77,77,0,0,0,0,0
13756,20190728,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,4,1,77,77,0,0,0,0,0
13757,20190729,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,3,0,77,0,0,0,0,0,0
13758,20190730,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,2,0,77,0,0,0,0,0,0
13759,20190731,ccb1645a99d9e2fe5031d0d70f115fecc088226a77070623ee0d7b1f31dac2d6,2,2,77,154,0,0,0,0,0
13760,20190702,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,30,3,77,231,0,0,0,0,0
13761,20190703,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,134,9,77,693,0,0,0,0,0
13762,20190704,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,174,13,77,1001,3,3,0,0,1
13763,20190705,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,133,14,77,1078,1,1,0,0,1
13764,20190706,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,155,12,77,924,2,2,0,0,1
13765,20190707,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,122,16,77,1232,0,0,0,0,2
13766,20190708,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,136,12,77,924,1,1,0,0,0
13767,20190709,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,79,13,77,1001,0,0,0,0,0
13768,20190710,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,97,10,77,770,1,1,0,0,1
13769,20190711,ef532d3691c2b29c9a055a1ab3651190787b02845167cd96a310252dd2ba9cfd,22,1,77,77,0,0,0,0,0
13770,20190701,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,8,1,77,77,0,0,0,0,0
13771,20190702,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,2,0,77,0,0,0,0,0,0
13772,20190703,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,2,0,77,0,0,0,0,0,0
13773,20190704,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13774,20190705,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13775,20190706,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,5,0,77,0,0,0,0,0,0
13776,20190707,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,5,0,77,0,0,0,0,0,0
13777,20190708,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13778,20190709,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13779,20190710,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,1,77,77,0,0,0,0,0
13780,20190711,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,2,0,77,0,0,0,0,0,0
13781,20190712,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,9,1,88,88,0,0,0,0,0
13782,20190713,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13783,20190714,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,0,0,77,0,0,0,0,0,0
13784,20190715,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,1,77,77,0,0,0,0,0
13785,20190716,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,3,0,77,0,0,0,0,0,0
13786,20190717,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,5,1,77,77,0,0,0,0,0
13787,20190718,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,7,2,77,154,1,1,0,0,1
13788,20190719,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,4,0,77,0,0,0,0,0,0
13789,20190720,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,2,0,77,0,0,0,0,0,0
13790,20190721,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,5,0,77,0,0,0,0,0,0
13791,20190722,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,4,1,77,77,2,1,0,0,1
13792,20190723,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,3,0,77,0,0,0,0,0,0
13793,20190724,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,4,0,77,0,0,0,0,0,0
13794,20190725,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,3,0,77,0,0,0,0,0,0
13795,20190726,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,1,0,77,0,0,0,0,0,0
13796,20190727,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,2,0,77,0,0,0,0,0,0
13797,20190728,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,18,1,88,88,0,0,0,0,0
13798,20190729,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,42,1,77,77,0,0,0,0,0
13799,20190730,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,117,3,77,231,0,0,0,0,0
13800,20190731,7c9088ef9a6ad5284fa9fe0288e3e3131c683945128fc9746ab74a033c41422b,140,3,77,231,0,0,0,0,0
13801,20190710,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,7,0,77,0,0,0,0,0,0
13802,20190711,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,9,0,77,0,0,0,0,0,0
13803,20190712,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,10,0,77,0,0,0,0,0,0
13804,20190713,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,23,1,77,77,2,1,1,0,1
13805,20190714,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,24,0,77,0,0,0,0,0,0
13806,20190715,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,25,1,77,77,0,0,0,0,0
13807,20190716,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,20,1,77,77,1,1,0,0,0
13808,20190717,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,14,0,77,0,0,0,0,0,0
13809,20190718,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,15,0,77,0,0,0,0,0,0
13810,20190719,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,6,0,77,0,0,0,0,0,0
13811,20190720,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,15,0,77,0,0,0,0,0,0
13812,20190721,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,12,0,77,0,0,0,0,0,0
13813,20190722,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,17,1,77,77,0,0,0,0,0
13814,20190723,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,22,0,77,0,0,0,0,0,0
13815,20190724,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,34,0,77,0,0,0,0,0,0
13816,20190725,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,19,0,77,0,0,0,0,0,0
13817,20190726,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,23,1,77,77,0,0,0,0,0
13818,20190727,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,19,1,77,77,0,0,0,0,0
13819,20190728,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,27,0,77,0,1,0,0,0,0
13820,20190729,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,34,1,77,77,0,0,0,0,0
13821,20190730,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,20,3,77,231,2,2,3,0,1
13822,20190731,363987216b72cc6b0cf6f74038ec0f3774da685241d13313b25094ecc1184246,20,1,77,77,1,1,0,0,1
13823,20190701,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,54,0,77,0,0,0,0,0,0
13824,20190702,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,23,1,77,77,0,0,0,0,0
13825,20190703,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,22,0,77,0,0,0,0,0,0
13826,20190704,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,15,0,77,0,0,0,0,0,0
13827,20190705,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,6,0,77,0,0,0,0,0,0
13828,20190706,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,104,0,77,0,0,0,0,0,0
13829,20190707,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,110,2,77,154,1,1,7,0,1
13830,20190708,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,48,1,77,77,0,0,0,0,0
13831,20190709,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,21,1,77,77,0,0,0,0,0
13832,20190710,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,11,0,77,0,0,0,0,0,0
13833,20190711,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,8,0,77,0,0,0,0,0,0
13834,20190712,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,11,0,77,0,0,0,0,0,0
13835,20190713,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,220,3,77,231,2,1,0,0,1
13836,20190714,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,202,8,77,616,4,1,0,0,2
13837,20190715,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,54,0,77,0,0,0,0,0,0
13838,20190716,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,28,0,77,0,0,0,0,0,0
13839,20190717,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,15,0,77,0,0,0,0,0,0
13840,20190718,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,24,0,77,0,0,0,0,0,0
13841,20190719,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,32,1,77,77,0,0,0,0,0
13842,20190720,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,185,2,77,154,1,1,0,0,0
13843,20190721,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,65,0,77,0,0,0,0,0,0
13844,20190722,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,21,0,77,0,0,0,0,0,0
13845,20190723,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,27,0,77,0,0,0,0,0,0
13846,20190724,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,16,1,77,77,0,0,0,0,0
13847,20190725,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,23,0,77,0,0,0,0,0,0
13848,20190726,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,12,0,77,0,0,0,0,0,0
13849,20190727,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,42,1,77,77,0,0,0,0,0
13850,20190728,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,87,1,77,77,0,0,0,0,0
13851,20190729,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,36,0,77,0,0,0,0,0,0
13852,20190730,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,31,0,77,0,0,0,0,0,0
13853,20190731,d9fe3641f6d835ee0c8867bc845c0ef4ee8723c8de4162cff32b29d2812e3025,9,0,77,0,0,0,0,0,0
13854,20190701,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,6,1,77,77,0,0,0,0,0
13855,20190702,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,3,0,77,0,0,0,0,0,0
13856,20190703,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,4,0,77,0,0,0,0,0,0
13857,20190704,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,10,1,77,77,1,1,0,0,0
13858,20190705,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,9,0,77,0,0,0,0,0,0
13859,20190706,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,11,2,77,154,0,0,0,0,0
13860,20190707,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,2,0,77,0,0,0,0,0,0
13861,20190708,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,6,0,77,0,0,0,0,0,0
13862,20190709,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,10,1,77,77,0,0,0,0,0
13863,20190710,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,5,0,77,0,0,0,0,0,0
13864,20190711,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,8,1,77,77,1,1,0,1,0
13865,20190712,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,6,1,77,77,1,1,1,0,1
13866,20190713,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,1,0,77,0,0,0,0,0,0
13867,20190714,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,3,0,77,0,0,0,0,0,0
13868,20190715,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,2,0,77,0,0,0,0,0,0
13869,20190716,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,8,1,77,77,0,0,0,0,0
13870,20190717,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,5,0,77,0,0,0,0,0,0
13871,20190718,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,7,1,77,77,1,1,0,0,0
13872,20190719,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,12,1,77,77,0,0,0,0,0
13873,20190720,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,14,2,77,154,0,0,0,0,0
13874,20190721,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,3,0,77,0,0,0,0,0,0
13875,20190722,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,10,0,77,0,0,0,0,0,0
13876,20190723,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,1,0,77,0,0,0,0,0,0
13877,20190724,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,2,0,77,0,0,0,0,0,0
13878,20190725,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,4,0,77,0,0,0,0,0,0
13879,20190726,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,5,2,77,154,0,0,0,0,0
13880,20190727,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,3,0,77,0,0,0,0,0,0
13881,20190728,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,0,0,77,0,0,0,0,0,0
13882,20190729,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,2,0,77,0,0,0,0,0,0
13883,20190730,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,6,0,77,0,0,0,0,0,0
13884,20190731,ca19b61ae50bfb90122f11fc625ec350c2afe8454299b6bc478ee9e2020d7c7a,5,1,77,77,0,0,0,0,0
13885,20190701,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,3,0,77,0,0,0,0,0,0
13886,20190702,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,0,0,77,0,0,0,0,0,0
13887,20190703,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,8,1,77,77,0,0,0,0,0
13888,20190704,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,5,0,77,0,0,0,0,0,0
13889,20190705,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,7,1,77,77,1,1,0,0,0
13890,20190706,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,10,1,88,88,1,1,0,0,0
13891,20190707,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,21,3,88,264,0,0,0,0,0
13892,20190708,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,8,2,110,220,0,0,0,0,0
13893,20190709,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,16,3,102,308,2,2,0,0,1
13894,20190710,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,7,1,132,132,0,0,0,0,0
13895,20190711,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,6,1,77,77,1,1,0,0,0
13896,20190712,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,3,1,110,110,0,0,0,0,0
13897,20190713,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,3,2,110,220,0,0,0,0,0
13898,20190714,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,2,0,77,0,0,0,0,0,0
13899,20190715,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,2,0,77,0,0,0,0,0,0
13900,20190716,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,5,2,93,187,0,0,0,0,0
13901,20190717,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,2,0,77,0,0,0,0,0,0
13902,20190718,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,4,3,110,330,0,0,0,0,0
13903,20190719,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,5,0,77,0,0,0,0,0,0
13904,20190720,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,13,2,77,132,2,2,0,0,0
13905,20190721,f6e16ac7821ba6e4c2ec4e5ae6d60d2636d9f267655c4b89b8637c65189c5c21,8,3,77,198,1,1,0,0,0
